,location,category,title
0,강원도,1,남이섬
1,강원도,1,설악산 국립공원
2,강원도,1,경포해변
3,강원도,2,경포해변
4,강원도,2,휘닉스 스노우 파크
5,강원도,2,정동진
6,강원도,3,춘천인형극극장
7,강원도,3,태백문화예술회관 대공연장
8,강원도,3,삼척문화예술회관
9,강원도,4,국순당주향로
10,강원도,4,영월서부시장
11,강원도,4,테이스티 이스트 투어
12,강원도,5,속초중앙시장
13,강원도,5,강릉중앙시장
14,강원도,5,평창올림픽시장
