,location,category,title
0,경상남도,1,진해군항제
1,경상남도,1,바람의언덕
2,경상남도,1,스카이라인 루지 통영
3,경상남도,1,신선대
4,경상남도,2,학동몽돌해변
5,경상남도,2,미륵산
6,경상남도,2,공곶이
7,경상남도,2,지리산 천왕봉
8,경상남도,3,밀양연극촌
9,경상남도,3,현장아트홀
10,경상남도,3,김해문화의전당
11,경상남도,3,통영국제음악당
12,경상남도,4,하미앙 와인밸리
13,경상남도,4,거창전통시장
14,경상남도,4,Korea Sewon Tour Guide Service
15,경상남도,4,다래와인갤러리
16,경상남도,5,통영중앙시장
17,경상남도,5,전혁림 미술관
18,경상남도,5,통영시립박물관
19,경상남도,5,통영전통공예관
