,location,category,title
0,대구,1,앞산공원
1,대구,1,서문 시장
2,대구,1,대구 두류 공원
3,대구,2,비슬산국립공원
4,대구,2,성원넥서스
5,대구,2,배꽃거리
6,대구,3,봉산문화회관
7,대구,3,계명아트센터
8,대구,3,대구어린이회관 꾀꼬리극장
9,대구,4,안지랑곱창골목
10,대구,4,공감씨즈투어
11,대구,4,수밭골웰빙음식거리
12,대구,5,서문 시장
13,대구,5,신세계백화점 대구점
14,대구,5,대구 약령시 한의약 박물관
