,location,category,title
0,광주,1,무등산 국립공원
1,광주,1,국립 5?18 민주 묘지
2,광주,1,국립아시아문화전당
3,광주,1,광주호 호수생태원
4,광주,3,뽀로로 파크
5,광주,3,동명라운지
6,광주,3,광주 디자인 센터
7,광주,3,빛고을 시민문화관
8,광주,5,유.스퀘어 문화관
9,광주,5,양동 시장
10,광주,5,예술의 거리
11,광주,5,양림쌀롱 여행자라운지
