,location,category,title
0,울산,1,대왕암 공원
1,울산,1,태화강 십리대밭
2,울산,1,울산 대공원
3,울산,1,간절곶
4,울산,1,복순도가
5,울산,2,일산해수욕장
6,울산,2,진하해수욕장
7,울산,2,정자해수욕장
8,울산,2,주전 몽돌해변
9,울산,2,한복입고
10,울산,5,영상아트갤러리
11,울산,5,롯데 영 플라자 - 울산점
12,울산,5,울산기독백화점
13,울산,5,맑은피부이야기
14,울산,5,기독서점
